tp_ab_ph_tp_clan_followerofset_eminence_1_desc;A Followerofset Recognized Court is under construction here and will be completed in approximately 1 days.;Un Followerofset Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Followerofset Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Followerofset Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_gangrel_eminence_1;Partially Constructed Gangrel Recognized Court;Partiellement construit Gangrel Recognized Court;Partiell Konstruiert Gangrel Recognized Court;;Parcialmente construida Gangrel Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_gangrel_eminence_1_desc;A Gangrel Recognized Court is under construction here and will be completed in approximately 1 days.;Un Gangrel Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Gangrel Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gangrel Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_gargoyle_eminence_1;Partially Constructed Gargoyle Recognized Court;Partiellement construit Gargoyle Recognized Court;Partiell Konstruiert Gargoyle Recognized Court;;Parcialmente construida Gargoyle Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_gargoyle_eminence_1_desc;A Gargoyle Recognized Court is under construction here and will be completed in approximately 1 days.;Un Gargoyle Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Gargoyle Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Gargoyle Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_giovanni_eminence_1;Partially Constructed Giovanni Recognized Court;Partiellement construit Giovanni Recognized Court;Partiell Konstruiert Giovanni Recognized Court;;Parcialmente construida Giovanni Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_giovanni_eminence_1_desc;A Giovanni Recognized Court is under construction here and will be completed in approximately 1 days.;Un Giovanni Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Giovanni Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Giovanni Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_lasombra_eminence_1;Partially Constructed Lasombra Recognized Court;Partiellement construit Lasombra Recognized Court;Partiell Konstruiert Lasombra Recognized Court;;Parcialmente construida Lasombra Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_lasombra_eminence_1_desc;A Lasombra Recognized Court is under construction here and will be completed in approximately 1 days.;Un Lasombra Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Lasombra Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Lasombra Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_malkavian_eminence_1;Partially Constructed Malkavian Recognized Court;Partiellement construit Malkavian Recognized Court;Partiell Konstruiert Malkavian Recognized Court;;Parcialmente construida Malkavian Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_malkavian_eminence_1_desc;A Malkavian Recognized Court is under construction here and will be completed in approximately 1 days.;Un Malkavian Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Malkavian Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Malkavian Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_nosferatu_eminence_1;Partially Constructed Nosferatu Recognized Court;Partiellement construit Nosferatu Recognized Court;Partiell Konstruiert Nosferatu Recognized Court;;Parcialmente construida Nosferatu Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_nosferatu_eminence_1_desc;A Nosferatu Recognized Court is under construction here and will be completed in approximately 1 days.;Un Nosferatu Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Nosferatu Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Nosferatu Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_ravnos_eminence_1;Partially Constructed Ravnos Recognized Court;Partiellement construit Ravnos Recognized Court;Partiell Konstruiert Ravnos Recognized Court;;Parcialmente construida Ravnos Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_ravnos_eminence_1_desc;A Ravnos Recognized Court is under construction here and will be completed in approximately 1 days.;Un Ravnos Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Ravnos Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ravnos Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_toreador_eminence_1;Partially Constructed Toreador Recognized Court;Partiellement construit Toreador Recognized Court;Partiell Konstruiert Toreador Recognized Court;;Parcialmente construida Toreador Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_toreador_eminence_1_desc;A Toreador Recognized Court is under construction here and will be completed in approximately 1 days.;Un Toreador Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Toreador Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Toreador Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_tremere_eminence_1;Partially Constructed Tremere Recognized Court;Partiellement construit Tremere Recognized Court;Partiell Konstruiert Tremere Recognized Court;;Parcialmente construida Tremere Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_tremere_eminence_1_desc;A Tremere Recognized Court is under construction here and will be completed in approximately 1 days.;Un Tremere Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Tremere Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Tremere Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_tzimisce_eminence_1;Partially Constructed Tzimisce Recognized Court;Partiellement construit Tzimisce Recognized Court;Partiell Konstruiert Tzimisce Recognized Court;;Parcialmente construida Tzimisce Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_tzimisce_eminence_1_desc;A Tzimisce Recognized Court is under construction here and will be completed in approximately 1 days.;Un Tzimisce Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Tzimisce Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Tzimisce Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_clan_ventrue_eminence_1;Partially Constructed Ventrue Recognized Court;Partiellement construit Ventrue Recognized Court;Partiell Konstruiert Ventrue Recognized Court;;Parcialmente construida Ventrue Recognized Court;;;;;;;;;x
tp_ab_ph_tp_clan_ventrue_eminence_1_desc;A Ventrue Recognized Court is under construction here and will be completed in approximately 1 days.;Un Ventrue Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Ventrue Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ventrue Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_convent_1;Partially Constructed Bribed Acolyte;Partiellement construit Bribed Acolyte;Partiell Konstruiert Bribed Acolyte;;Parcialmente construida Bribed Acolyte;;;;;;;;;x
tp_ab_ph_tp_convent_1_desc;A Bribed Acolyte is under construction here and will be completed in approximately 7 days.;Un Bribed Acolyte est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Acolyte befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Acolyte est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_convent_2;Partially Constructed Influenced Sister;Partiellement construit Influenced Sister;Partiell Konstruiert Influenced Sister;;Parcialmente construida Influenced Sister;;;;;;;;;x
tp_ab_ph_tp_convent_2_desc;A Influenced Sister is under construction here and will be completed in approximately 30 days.;Un Influenced Sister est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Sister befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Sister est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_convent_2g;Partially Constructed Ghouled Mother Superior;Partiellement construit Ghouled Mother Superior;Partiell Konstruiert Ghouled Mother Superior;;Parcialmente construida Ghouled Mother Superior;;;;;;;;;x
tp_ab_ph_tp_convent_2g_desc;A Ghouled Mother Superior is under construction here and will be completed in approximately 7 days.;Un Ghouled Mother Superior est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Mother Superior befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Mother Superior est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_convent_3;Partially Constructed Controlled Convent;Partiellement construit Controlled Convent;Partiell Konstruiert Controlled Convent;;Parcialmente construida Controlled Convent;;;;;;;;;x
tp_ab_ph_tp_convent_3_desc;A Controlled Convent is under construction here and will be completed in approximately 356 days.;Un Controlled Convent est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Convent befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Convent est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_convent_3c;Partially Constructed Conditioned Convent;Partiellement construit Conditioned Convent;Partiell Konstruiert Conditioned Convent;;Parcialmente construida Conditioned Convent;;;;;;;;;x
tp_ab_ph_tp_convent_3c_desc;A Conditioned Convent is under construction here and will be completed in approximately 180 days.;Un Conditioned Convent est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Convent befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Convent est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_elysium_1;Partially Constructed Elysium;Partiellement construit Elysium;Partiell Konstruiert Elysium;;Parcialmente construida Elysium;;;;;;;;;x
tp_ab_ph_tp_elysium_1_desc;A Elysium is under construction here and will be completed in approximately 365 days.;Un Elysium est en construction ici et sera termin dans environ 365 jours.;Ein Elysium befindet sich hier im Aufbau und wird in ca. 365 Tagen abgeschlossen sein.;;A Elysium est en construccin aqu y se completar en aproximadamente 365 das.;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_1;Partially Constructed Basic Flesh Chapel;Partiellement construit Basic Flesh Chapel;Partiell Konstruiert Basic Flesh Chapel;;Parcialmente construida Basic Flesh Chapel;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_1_desc;A Basic Flesh Chapel is under construction here and will be completed in approximately 7 days.;Un Basic Flesh Chapel est en construction ici et sera termin dans environ 7 jours.;Ein Basic Flesh Chapel befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Basic Flesh Chapel est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_2;Partially Constructed Small Flesh Chapel;Partiellement construit Small Flesh Chapel;Partiell Konstruiert Small Flesh Chapel;;Parcialmente construida Small Flesh Chapel;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_2_desc;A Small Flesh Chapel is under construction here and will be completed in approximately 30 days.;Un Small Flesh Chapel est en construction ici et sera termin dans environ 30 jours.;Ein Small Flesh Chapel befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Small Flesh Chapel est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_2g;Partially Constructed Ghouled Assistant;Partiellement construit Ghouled Assistant;Partiell Konstruiert Ghouled Assistant;;Parcialmente construida Ghouled Assistant;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_2g_desc;A Ghouled Assistant is under construction here and will be completed in approximately 7 days.;Un Ghouled Assistant est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Assistant befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Assistant est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_3;Partially Constructed Large Flesh Chapel;Partiellement construit Large Flesh Chapel;Partiell Konstruiert Large Flesh Chapel;;Parcialmente construida Large Flesh Chapel;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_3_desc;A Large Flesh Chapel is under construction here and will be completed in approximately 356 days.;Un Large Flesh Chapel est en construction ici et sera termin dans environ 356 jours.;Ein Large Flesh Chapel befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Large Flesh Chapel est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_3c;Partially Constructed Masterful Flesh Chapel;Partiellement construit Masterful Flesh Chapel;Partiell Konstruiert Masterful Flesh Chapel;;Parcialmente construida Masterful Flesh Chapel;;;;;;;;;x
tp_ab_ph_tp_fleshchapel_3c_desc;A Masterful Flesh Chapel is under construction here and will be completed in approximately 180 days.;Un Masterful Flesh Chapel est en construction ici et sera termin dans environ 180 jours.;Ein Masterful Flesh Chapel befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Masterful Flesh Chapel est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_1;Partially Constructed Minimal Rookery;Partiellement construit Minimal Rookery;Partiell Konstruiert Minimal Rookery;;Parcialmente construida Minimal Rookery;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_1_desc;A Minimal Rookery is under construction here and will be completed in approximately 7 days.;Un Minimal Rookery est en construction ici et sera termin dans environ 7 jours.;Ein Minimal Rookery befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Minimal Rookery est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_2;Partially Constructed Small Rookery;Partiellement construit Small Rookery;Partiell Konstruiert Small Rookery;;Parcialmente construida Small Rookery;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_2_desc;A Small Rookery is under construction here and will be completed in approximately 30 days.;Un Small Rookery est en construction ici et sera termin dans environ 30 jours.;Ein Small Rookery befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Small Rookery est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_2g;Partially Constructed Ghouled Assistant;Partiellement construit Ghouled Assistant;Partiell Konstruiert Ghouled Assistant;;Parcialmente construida Ghouled Assistant;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_2g_desc;A Ghouled Assistant is under construction here and will be completed in approximately 7 days.;Un Ghouled Assistant est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Assistant befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Assistant est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_3;Partially Constructed Large Rookery;Partiellement construit Large Rookery;Partiell Konstruiert Large Rookery;;Parcialmente construida Large Rookery;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_3_desc;A Large Rookery is under construction here and will be completed in approximately 356 days.;Un Large Rookery est en construction ici et sera termin dans environ 356 jours.;Ein Large Rookery befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Large Rookery est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_3c;Partially Constructed Masterful Rookery;Partiellement construit Masterful Rookery;Partiell Konstruiert Masterful Rookery;;Parcialmente construida Masterful Rookery;;;;;;;;;x
tp_ab_ph_tp_gargoylerookery_3c_desc;A Masterful Rookery is under construction here and will be completed in approximately 180 days.;Un Masterful Rookery est en construction ici et sera termin dans environ 180 jours.;Ein Masterful Rookery befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Masterful Rookery est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
tp_ab_ph_tp_haven_1;Partially Constructed Simple Haven;Partiellement construit Simple Haven;Partiell Konstruiert Simple Haven;;Parcialmente construida Simple Haven;;;;;;;;;x
tp_ab_ph_tp_haven_1_desc;A Simple Haven is under construction here and will be completed in approximately 30 days.;Un Simple Haven est en construction ici et sera termin dans environ 30 jours.;Ein Simple Haven befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Simple Haven est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
tp_ab_ph_tp_haven_2;Partially Constructed Modest Haven;Partiellement construit Modest Haven;Partiell Konstruiert Modest Haven;;Parcialmente construida Modest Haven;;;;;;;;;x
tp_ab_ph_tp_haven_2_desc;A Modest Haven is under construction here and will be completed in approximately 90 days.;Un Modest Haven est en construction ici et sera termin dans environ 90 jours.;Ein Modest Haven befindet sich hier im Aufbau und wird in ca. 90 Tagen abgeschlossen sein.;;A Modest Haven est en construccin aqu y se completar en aproximadamente 90 das.;;;;;;;;;x
tp_ab_ph_tp_haven_3;Partially Constructed Large Haven;Partiellement construit Large Haven;Partiell Konstruiert Large Haven;;Parcialmente construida Large Haven;;;;;;;;;x
tp_ab_ph_tp_haven_3_desc;A Large Haven is under construction here and will be completed in approximately 356 days.;Un Large Haven est en construction ici et sera termin dans environ 356 jours.;Ein Large Haven befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Large Haven est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
tp_ab_ph_tp_haven_4;Partially Constructed Mansion Haven;Partiellement construit Mansion Haven;Partiell Konstruiert Mansion Haven;;Parcialmente construida Mansion Haven;;;;;;;;;x
tp_ab_ph_tp_haven_4_desc;A Mansion Haven is under construction here and will be completed in approximately 1000 days.;Un Mansion Haven est en construction ici et sera termin dans environ 1000 jours.;Ein Mansion Haven befindet sich hier im Aufbau und wird in ca. 1000 Tagen abgeschlossen sein.;;A Mansion Haven est en construccin aqu y se completar en aproximadamente 1000 das.;;;;;;;;;x
tp_ab_ph_tp_haven_5;Partially Constructed Castle Haven;Partiellement construit Castle Haven;Partiell Konstruiert Castle Haven;;Parcialmente construida Castle Haven;;;;;;;;;x
tp_ab_ph_tp_haven_5_desc;A Castle Haven is under construction here and will be completed in approximately 1250 days.;Un Castle Haven est en construction ici et sera termin dans environ 1250 jours.;Ein Castle Haven befindet sich hier im Aufbau und wird in ca. 1250 Tagen abgeschlossen sein.;;A Castle Haven est en construccin aqu y se completar en aproximadamente 1250 das.;;;;;;;;;x
tp_ab_ph_tp_hellhound_kennel_1;Partially Constructed Hellhound kennel;Partiellement construit Hellhound kennel;Partiell Konstruiert Hellhound kennel;;Parcialmente construida Hellhound kennel;;;;;;;;;x
tp_ab_ph_tp_hellhound_kennel_1_desc;A Hellhound kennel is under construction here and will be completed in approximately 365 days.;Un Hellhound kennel est en construction ici et sera termin dans environ 365 jours.;Ein Hellhound kennel befindet sich hier im Aufbau und wird in ca. 365 Tagen abgeschlossen sein.;;A Hellhound kennel est en construccin aqu y se completar en aproximadamente 365 das.;;;;;;;;;x
tp_ab_ph_tp_kith_boggan_eminence_1;Partially Constructed Boggan Recognized Court;Partiellement construit Boggan Recognized Court;Partiell Konstruiert Boggan Recognized Court;;Parcialmente construida Boggan Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_boggan_eminence_1_desc;A Boggan Recognized Court is under construction here and will be completed in approximately 1 days.;Un Boggan Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Boggan Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Boggan Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_eshu_eminence_1;Partially Constructed Eshu Recognized Court;Partiellement construit Eshu Recognized Court;Partiell Konstruiert Eshu Recognized Court;;Parcialmente construida Eshu Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_eshu_eminence_1_desc;A Eshu Recognized Court is under construction here and will be completed in approximately 1 days.;Un Eshu Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Eshu Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Eshu Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_nocker_eminence_1;Partially Constructed Nocker Recognized Court;Partiellement construit Nocker Recognized Court;Partiell Konstruiert Nocker Recognized Court;;Parcialmente construida Nocker Recognized Court;;;;;;;;;x
tp_ab_ph_tp_kith_nocker_eminence_1_desc;A Nocker Recognized Court is under construction here and will be completed in approximately 1 days.;Un Nocker Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Nocker Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Nocker Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
tp_ab_ph_tp_kith_redcap_eminence_1;Partially Constructed Redcap Recognized Court;Partiellement construit Redcap Recognized Court;Partiell Konstruiert Redcap Recognized Court;;Parcialmente construida Redcap Recognized Court;;;;;;;;;x
