#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DECADENCE_TITLE;Masquerade Exposure;;;;;;;;;;;;;x
DYNASTIC_DECADENCE;Masquerade Exposure;;;;;;;;;;;;;x
DECADENT_RELATIVES;Masquerade Exposure;;;;;;;;;;;;;x
DECADENCE_MOD;Masquerade Exposure;;;;;;;;;;;;;x
alert_decadence_instant;§YExposed Masquerade§!;;;;;;;;;;;;;x
DECADENCE_CHANGE;Masquerade Exposure per Month;;;;;;;;;;;;;x
DEC_MEMBER_CONTR;Monthly Masquerade Exposure Risk: ;;;;;;;;;;;;;x
TOTAL_DEC_DELTA;Total Masquerade Exposure Risk: ;;;;;;;;;;;;;x
DECADENCE_DESC;All supernaturals risk acquiring the Masquerade Exposed! trait, especially those of the low clans. The amount of Masquerade Exposure these supernaturals incur on their dynasty depends on their own social status as well as the size of the domains controlled by the Dynasty. Exposure affects the number of vassals a domain can have, as well as how expenses in covering up Masquerade violations. High exposure can lead to the whole domain being targeted by the witch hunters of the Inquisition! Ways to halt or decrease Masquerade Exposure include:\nGranting landed titles to dynasty members\nSuccessfully convincing exposed Dynasty members to cover up their violations of the Masquerade\nImprisoning, banishing or destroying exposed Dynasty members\n(The Sect View contains a list of exposed dynasty members.)!;;;;;;;;;;;;;x
decadent;Exposed Masquerade;;;;;;;;;;;;;x
CURRENT_DECADENCE;Current;Actuel;Aktuell;;Actual;;;;;;;;;x
REL_DECADENCE_DESC;$NAME$ dynasties may become exposed;;;;;;;;;;;;;x
GOV_DECADENCE_DESC;$NAME$ dynasties may become concerned about being exposed if their sect keeps the Masquerade.;;;;;;;;;;;;;x
EVTOPTC_WoL_4000;[FromFrom.GetHerHis] violations of the Masquerade are dangerous and I will tell [FromFrom.GetHerHim] so!;;;;;;;;;;;;;x
opinion_condemned_decadence;Condemned Masquerade Exposure;;;;;;;;;;;;;x
cb_decadence_usurption_desc;Vampires can use this Casus Belli to usurp titles from their dynasty members who are exposing the Masquerade.;;;;;;;;;;;;;x
CB_NAME_DECADENCE_USURPTION;Masquerade Exposure Usurpation;;;;;;;;;;;;;x
WAR_NAME_DECADENCE_USURPTION;$ORDER$$FIRST_ADJ$ Exposure Usurpation;;;;;;;;;;;;;x
EVTDESC91372;My agents have brought me a message from [From.GetTitledFirstName], who still refuses my demands that [From.GetSheHe] cover up his transgressions of the Masquerade! [From.GetSheHeCap] offered to give me gold as a gift if I allow [From.GetHerHim] to persist in [From.GetHerHis] risky behavior..;;;;;;;;;;;;;x
EVTDESC91350;My [GetFromFromRelation] [FromFrom.GetBestName] has let me know that my reckless behavior threatens the entire dynasty. [FromFrom.GetSubjectPronounCap] is exerting [FromFrom.GetPossPronoun] influence to shield House [Root.GetDynName], but strongly urges me to seek guidance in masking my vampiric nature.;;;;;;;;;;;;;x
EVTOPTA91350;How rude! I know what I'm doing.;;;;;;;;;;;;;x
EVTOPTB91350;I will try, with the help of [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x;;;;;;;;;x
EVTDESC91351;My exposed [GetFromRelation] [From.GetBestName] refuses to change [From.GetPossPronoun] reckless ways. I can declare [From.GetObjectPronoun] in violation of the Silence of Blood, which will give me a reason to imprison [From.GetHerHim]... unless there is another way to get through to [From.GetObjectPronoun].;;;;;;;;;;;;;x
EVTOPTA91351;Invoke The Traditions against [From.GetObjectPronoun]!;;;;;;;;;;;;;x
EVTOPTC91351;I must save [From.GetPossPronoun] hide from the hunters!;;;;;;;;;;;;;x
EVTOPTD91351;Time to get... unconventional.;;;;;;;;;;;;;x
EVTDESC91352;My [GetFromRelation] [From.GetBestName] understands that [From.GetSubjectPronoun] is engaged in reckless behavior, and has ensured me that [From.GetSubjectPronoun] is committed to changing [From.GetPossPronoun] ways.;;;;;;;;;;;;;x
EVTOPTA91352;Good, House [Root.GetDynName] must stay hidden!;;;;;;;;;;;;;x
EVTOPTA91355;I know I am weak. Too weak!;;;;;;;;;;;;;x
EVTOPTB91355;Though it's hard, I shall walk the hidden paths.;;;;;;;;;;;;;x
EVTDESC91356;I just cannot get through to my wastrel [GetFromRelation] [From.GetFirstName]! [From.GetSubjectPronounCap] is simply too reckless and obstinate.;;;;;;;;;;;;;x
EVTDESC91357;My [GetFromRelation] [From.GetBestName] understands that [From.GetSubjectPronoun] is behaving recklessly, and has ensured me that [From.GetSubjectPronoun] is committed to changing [From.GetPossPronoun] ways.;;;;;;;;;;;;;x
EVTDESC91360;My [GetFromRelation] [From.GetTitledFirstName] is back to persuade my to abandon my reckless behavior. [From.GetSubjectPronounCap] invokes the Traditions and threatens me with the final death.;;;;;;;;;;;;;x
EVTOPTA91360;The Masquerade is for the weak!;;;;;;;;;;;;;x
EVTOPTB91360;I must join the Bektashi!;;;;;;;;;;;;;x
EVTOPTC91360;I must join the Hashshashin!;;;;;;;;;;;;;x
EVTOPTD91360;I must go on the Hajj to Mecca!;;;;;;;;;;;;;x
EVTOPTE91360;I will donate money to charity!;;;;;;;;;;;;;x
EVTDESC91361;My [GetFromRelation] [From.GetTitledFirstName] was moved by my exhortations. [From.GetSubjectPronounCap] will join a Cainite order in order to serve the sect!;;;;;;;;;;;;;x
EVTOPTA91361;[From.GetSubjectPronounCap] makes me proud!;;;;;;;;;;;;;x
EVTDESC91362;My [GetFromRelation] [From.GetTitledFirstName] was moved by my exhortations and left immediately for seclusion.;;;;;;;;;;;;;x
EVTOPTA91362;A wise choice!;;;;;;;;;;;;;x
EVTDESC91363;My [GetFromRelation] [From.GetTitledFirstName] was shaken by the strength of my reasonable arguments and promised to reform [From.GetPossPronoun] reckless ways.;;;;;;;;;;;;;x
EVTOPTA91363;There is hope for [From.GetObjectPronoun] yet!;;;;;;;;;;;;;x
EVTDESC91365;I woke up to a dreadful stench and found my room full of the rotting carcasses of dogs and pigs. As I staggered out through the door, a shadowy figure crept up from behind and held a knife to my throat, whispering 'This is what your life is like. Imagine your death...' before disappearing without a trace!;;;;;;;;;;;;;x
EVTOPTA91365;[From.GetTitledFirstName] cannot scare me with theatrics!;;;;;;;;;;;;;x
EVTOPTB91365;Maybe I had better cover up...;;;;;;;;;;;;;x
EVTOPTC91365;I can't feed both the beast and hide my existence. Final Death is better!;;;;;;;;;;;;;x
EVTDESC91366;I arranged a very unpleasant 'awakening' for my exposed [GetFromRelation] [From.GetTitledFirstName], but [From.GetSubjectPronoun] remains stubbornly committed to [From.GetPossPronoun] recklessness, bringing danger on our House.;;;;;;;;;;;x
EVTDESC91367;The little nightmare I staged seems to have worked on my exposed [GetFromRelation] [From.GetTitledFirstName], who is scared witless and has promised to renounce [From.GetPossPronoun] reckless behavior!;;;;;;;;;;;;;x
EVTDESC91368;It seems the nighttime show I put on for my masquerade violating [GetFromRelation] [From.GetTitledFirstName] was a little too much. [From.GetSubjectPronounCap] chose to to face the sun rather than hide what [From.GetSheHe] has become!;;;;;;;;;;;;;x
EVTOPTA91368;Finally! Good riddance.;;.;;.;;;;;;;;;x
EVTTOOLTIP91351;Tell [This.GetFirstName] to mind his own business!;;;;;;;;;;;;;x
EVTTOOLTIP91352;Promise [This.GetFirstName] to lead a careful existence!;;;;;;;;;;;;;x
EVTTOOLTIP91355;Make a better attempt at convincing [This.GetFirstName];;;;;;;;;;;;;x
EVTTOOLTIP91360;Present the best reasonable arguments to [This.GetFirstName];;;;;;;;;;;;;x
EVTTOOLTIP91365;Arrange for some nasty theatrics to scare [This.GetFirstName] in [From.GetPossPronoun] room;;;;;;;;;;;;x
EVTOPTA7960;This is what exposing the Masquerade brings you!;;;;;;;;;;;;;x
EVTDESC91240;After an attack by hunters, the lax Masquerade has led to the overthrow of my former liege by the [Root.Liege.GetOnlyDynastyName]. In the transitional chaos, I could probably get away with a declaration of independence...;;;;;;;;;;;;;x
GRANT_LANDED_TITLE_INTERACTION_7;Masquerade exposure lessened from granting domain to dynasty member: §G$DECADENCE$%§! (the effect is relative to the dynasty's current Masquerade exposure risk.);;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_DECEITFUL;Lying is necessary to hide my monstrous nature from the kine.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_DECEITFUL;Lies will set me free.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_HONEST;My tendency to always be honest is not conducive to always keeping the silence of blood.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_HONEST;When will I learn to keep my mouth shut?;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_PATIENT;Patience is a virtue for the hunter. To lay in wait for the perfect moment to seize the prey.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_PATIENT;I can wait for centuries if I must.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_DILIGENT;I am always persistent and attentive to keeping the Masquerade.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_DILIGENT;Attention to details will help hide my hunger for blood.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_TEMPERATE;I take only enough blood during my hunts; never too much.  To gorge on blood to excess will risk exposure to the kine.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_TEMPERATE;The Beast, however, always wants more...;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_GENIUS;Lesser minds would have difficulty with all the deceptions and subterfuges necessary to hide my vampiric nature.  My genius, however, makes it easy.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_GENIUS;Pity the imbeciles.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_PARANOID;Just because I am paranoid does not mean that "they" are not out to get me.  I must hide my vampirism from the kine, as a hunter hides from prey.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_PARANOID;Anyone could expose me!;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_ARBITRARY;The traditions do not interest you, unless they happen to coincide with your own sense of how things should be. Particularly the Silence of Blood.  The Masquerade is for those who are too weak to rule the kine.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_ARBITRARY;I am a blood god!;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_CRAVEN;Cowardice is a virtue for those who intend to live forever. It is the fear of the final death that has me cling to this unlife.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_CRAVEN;It is the brave who march willingly to the pyre.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_WROTH;The Beast rides me hard!  I am constantly aggravated and will lash out at the slightest provocations.  When filled with rage, it is hard to hide my vampirism.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_WROTH;Kill! Kill! Kill!;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_SLOTHFUL;I'm sure it will be fine not to clean up after feeding. Kine get sick and die all the time.  No one will notice.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_SLOTHFUL;It's just too much of a bother.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_GLUTTONOUS;No matter how much blood I drink, the Beast is never satisfied.  I am just so hungry... all the time.  At night on the prowl, I hunger.  During the day my dreams are troubled, I am starving.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_GLUTTONOUS;I must have blood!;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_LUSTFUL;Sex makes me feel almost alive again. The hot blood gives me the flesh of life again, and the kiss gives such ecstasy.  The voraciousness with which I consume a lover and move onto another causes tongues to wag.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_LUSTFUL;Oh... oh... oh.... I'm going to cum.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_IMPALER;Impaling has become associated with vampires? Don't be ridiculous. It is simply the traditional method of justice in this realm.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_IMPALER;Though "The Impaler" does have a certain ring to it.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_HEDONIST;What is the point of existence if it is not to pleasure myself? I want what I want.  The Beast wants what it wants. We can both indulge.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_HEDONIST;All this skulking about does not seem fun in the slightest.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_DRUNKARD;I can quit drinking the blood of drunkards anytime I like.  Whats one more?  These sodden drunks will not be missed by anyone.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_DRUNKARD;*Hic*!  How dry I am? No kine knows.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_INQUISITION;The Masquerade has been repeatedly breached. Against the warnings of The Traditions, The Silence of the Blood was not kept. The excesses of the [Root.GetOnlyDynastyName] Dynasty have gone too far. The kine have organized a great mob to route out the vampires!;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_INQUISITION;What have we wrought?  We must hide!;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_DECADENT;I have left too many clues.  They know about me.  They know what I am. I have breached The Masquerade.  I am exposed.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_DECADENT;This could be a problem.;;;;;;;;;;;;;x
EVTDESC_MASQEXPOSURE_ZEALOUS;My dedication to The Traditions of my Sect is unquestioning. My loyalty is absolute. I will be disciplined in my hunts and avoid exposure.;;;;;;;;;;;;;x
EVTOPTA_MASQEXPOSURE_ZEALOUS;Defense of the cause is no vice.;;;;;;;;;;;;x
STRAIGHTEN_UP;Cover Up;;;;;;;;;;;;x
convince_to_straighten_up_desc;Attempt to reason with §Y[This.GetBestName]§!, asking [This.GetHerHim] to cover up [This.GetHerHis] violations of the Masquerade. There is no guarantee that this will succeed, but having a high Learning, Diplomacy or Intrigue skill will help. However if [This.GetSheHe] owes you a favor, you can force [This.GetHerHim] to do as you ask.;Tenter de raisonner [This.Get_only_le_Title]§Y[This.GetBestName]§! en lui demandant de se reprendre en main. La réussite n'est nullement garantie, mais une compétence élevée en érudition, en diplomatie ou en intrigue vous aidera. Cependant, si jamais [This.GetIlElle] vous doit une faveur, vous pourriez alors [This.GetLeLa] forcer à faire ce que vous souhaitez.;Versucht, §Y[This.GetBestName]§! zu überzeugen, sein Leben in Ordnung zu bringen. Es gibt keine Garantie auf Erfolg, aber hohe Bildung und Diplomatie hilft. Wenn man Euch einen Gefallen schuldet, könnt Ihr eine Gegenleistung einfordern.;;Intenta razonar con §Y[This.GetBestName]§!, pidiéndole que mejore su conducta. No hay ninguna garantía de que esto vaya a suceder, pero tener una gran habilidad de Aprendizaje, Diplomacia o Intriga ayudará. Sin embargo, si te debe un favor, puedes obligarle a hacer lo que pides.;;;;;;;;;x
opinion_takfir;Takfir;Takfîr;Takfir;;Takfir;;;;;;;;;x
opinion_straightened_up;Straightened up;Redressement;Gebessert;;Enderezado;;;;;;;;;x
convince_to_straighten_up;Convince to cover up;Convaincre de se reprendre en main;Überrede zur Besserung;;Convencer para enderezar;;;;;;;;;x
EVTDESC91300;I had the spice merchant beaten for the contemptuous look he gave me. Apparently, there are many who think I have grown soft and decadent, lost to vices and indulging in haram!;Ce marchand d'épices m'a jeté un regard méprisant, j'ai ordonné qu'on lui donne du bâton. Apparemment, nombreux sont ceux qui pensent que je me suis ramolli et que je suis devenu décadent, que je me suis perdu dans le vice et les choses impures !;Ich ließ den Gewürzhändler für seine herablassenden Blicke verprügeln. Offenbar gibt es einige, welche glauben, ich sei weich und dekadent geworden, verloren in Laster und Haram!;;He hecho que golpeen al mercader por su mirada despectiva. ¡Parece ser que muchos creen que me he vuelto blando y decadente, perdido en los vicios y dejándome llevar por lo prohibido!;;;;;;;;;x
fundmassivecoverup_decision;Fund Massive Cover Up;;;;;;;;;x
fundmassivecoverup_decision_desc;Spend some gold to maintain the Silence of Blood and improve the Masquerade.;;;;;;;;;x
funded_massive_cover_up_recently;Funded Massive Cover Up;;;;;;;;;x
funded_massive_cover_up_recently_desc;Vampire ruler recently funded a massive cover up of Masquerade violations. Is it enough to restore the Silence of Blood, or will it make matters worse?;;;;;;;;;x 
masquerade_enforcer;Masquerade Tutor;;;;;;;;;x
masquerade_enforcer_desc;This ruler is funding a massive cover up of Masquerade violations to help ensure the Silence of Blood and protect all Kindred; a measure welcomed by wise vassals.;;;;;;;;;x 
masquerade_tyrant;Masquerade Tyrant;;;;;;;;;x
masquerade_tyrant_desc;This ruler is zealous in enforcing the Silence of Blood and other traditions. Minor transgressions are harshly punished.  Catiff and other undesirable vampires are driven from the domain or destroy.  Severe restrictions are placed on gatherings and hunting territories.  Most Kindred regard this heavy handed approach as tyranny. But will it protect the domain from the fires of the Inquisition?;;;;;;;;;x 
EVTTITLE_POD_VAMPIRE_MASQUERADE_BREACH_5;Funding a Massive Cover Up;;;;;;;;;x 
EVTDESC_POD_VAMPIRE_MASQUERADE_BREACH_5;The situation is getting out of hand. I have chosen to slip gold into open hands to close wagging tongues.  If the Tradition of the Silence of Blood is not maintained, all kindred may become exposed to the machinations of witch-hunters. Having praxis over this domain makes myself and my agents most at risk for discovery.  Those hunters always want to kill the "head vampire". Well, we shall see about that!;;;;;;;;;x 
EVTOPTA_POD_VAMPIRE_MASQUERADE_BREACH_5;Silver will go far, but do not encroach upon the privileges of Kindred.;;;;;;;;;x 
EVTOPTB_POD_VAMPIRE_MASQUERADE_BREACH_5;I am [Root.GetTitle]! Enforce the Masquerade!;;;;;;;;;x 
EVTTITLE_POD_VAMPIRE_MASQUERADE_BREACH_6;Improved Masquerade;;;;;;;;;x 
EVTDESC_POD_VAMPIRE_MASQUERADE_BREACH_6;I have carefully tended my night garden: some gold changed hands, some kine forgetting events from their fuzzy minds, some earnest reminders to my Kindred subjects to cover up their excesses and these efforts have borne fruit. The risk of Masquerade exposure has lessened. I am worthy of the title of [Root.GetTitle].;;;;;;;;;x
EVTOPTA_POD_VAMPIRE_MASQUERADE_BREACH_6;Surely, a model for other domains to follow.;;;;;;;;;x
EVTTITLE_POD_VAMPIRE_MASQUERADE_BREACH_7;Weakened Masquerade;;;;;;;;;x
EVTDESC_POD_VAMPIRE_MASQUERADE_BREACH_7;Efforts to convince the Kindred to honor the Silence of Blood have fallen on deaf ears. The gold spent has been squandered. Lax attitude among my subjects has kine whispering "vampires." Some of the most incautious ones have already been destroyed by hunters. Why would they not listen to my wisdom? Fools.;;;;;;;;;x
EVTOPTA_POD_VAMPIRE_MASQUERADE_BREACH_7;This will not end well.;;;;;;;;;x
EVTTITLE_POD_VAMPIRE_MASQUERADE_BREACH_8;Great Masquerade;;;;;;;;;x
EVTDESC_POD_VAMPIRE_MASQUERADE_BREACH_8;While insolent vampires chafe under my strict rules, the Silence of Blood has not only endured but greatly improved. Some caitiff and undesirables had to be chased off or even destroyed. Some dead kine who knew too much. Harsh punishments will continue to be dolled out for violations.  My methods, however, brutal--work. We are safer from the bravest of the kine for a while longer.;;;;;;;;;x
EVTOPTA_POD_VAMPIRE_MASQUERADE_BREACH_8;Vigilance in defense of secrecy is no vice!;;;;;;;;;x
EVTTITLE_POD_VAMPIRE_MASQUERADE_BREACH_9;Ruined Masquerade;;;;;;;;;x
EVTDESC_POD_VAMPIRE_MASQUERADE_BREACH_9;Calamity! Despite my best efforts to enforce the Masquerade, it is in tatters throughout my domain.  The large bribes caused more suspicion, not less. Too many bodies of too many Kine permanently silenced tipped off the hunters. From my harsh rule, I think some of the Kindred in my domain are even passing information to kine to destroy me!;;;;;;;;;x
EVTOPTA_POD_VAMPIRE_MASQUERADE_BREACH_9;This is not over!;;;;;;;;;x
obj_lower_decadence_title;Reduce Masquerade Exposure;Réduire la décadence;Gegen die Dekadenz;;Reducir Decadencia;;;;;;;;;x
obj_lower_decadence_desc;[This.GetTitledFirstName] wants to lower the Masquerade exposure of [This.GetHerHis] dynasty, as its value is above 60.;;;;;;;;;x
lower_decadence_quit;You look for some other way to lower your dynasty's Masquerade exposure.;;;;;;;;;x
EVTDESC94185;You have dispatched minions to every corner of your realm, who will cover up the excesses your dynasty and suppress any knowledge of the kindred. Hopefully this will make you less exposed.;;;;;;;;;;;;;x
EVTOPTA94185;I should hope so!;J'espère bien !;Das will ich doch hoffen!;;¡Eso espero!;;;;;;;;;x
EVTDESC94186;The Masquerade exposure of your dynasty has become a problem, and in an effort to root it out you have decided to strip your palace of unnecessary luxuries. This should bring you closer to the people.;La décadence dont souffre votre dynastie est devenue un réel problème et, dans un effort de l'éradiquer, vous avez décidé de débarrasser votre palais de tout le superflu. Cette décision devrait vous rapprocher de votre peuple.;Der Ruf der Dekadenz, der Eurem Haus anhängt, hat sich zu einem Problem entwickelt, und deswegen habt Ihr beschlossen, Euren Palast von jedem unnötigen Pomp zu befreien. Die Maßnahme dürfte sich vorteilhaft auf Euer Ansehen beim einfachen Volk auswirken.;;La decadencia de tu dinastía se ha convertido en un problema, y en un esfuerzo por acabar con ella, has decidido quitar de tu palacios todos los lujos innecesarios. Esto debe acercarte más al pueblo.;;;;;;;;;x
EVTOPTA94186;The wine fountain will be missed, though...;La fontaine à vin me manquera, tout de même...;Den Weinbrunnen werde ich trotzdem vermissen ...;;Aunque echaré de menos la fuente de vino...;;;;;;;;;x
EVTDESC94187;You have ordered your men to close down all the brothels in [Root.Location.GetName]. No exceptions.;Vous avez donné l'ordre à vos hommes de fermer tous les bordels de [Root.Location.GetName], sans exception.;Ihr habt verfügt, dass sämtliche Bordelle in [Root.Location.GetName] geschlossen werden sollen. Ohne jede Ausnahme.;;Has ordenado a tus hombres cerrar todos los burdeles de [Root.Location.GetName]. Sin excepciones.;;;;;;;;;x
EVTOPTA94187;This decadence must end.;Je dois mettre un terme à cette décadence.;Der Dekadenz muss Einhalt geboten werden.;;Esta decadencia debe terminar.;;;;;;;;;x
EVTDESC94170;Your dynasty has through its violations of the Masquerade has become known to hunters as vampires. You should lie low for awhile, perhaps you should leave the luxuries of your haven behind and spend some time as a nomad?;;;;;;;;;x
EVTOPTA94170;Yes... for a few nights.;;;;;;;;;x
EVTOPTB94170;No, I refuse to scurry and hide like a rat!;;;;;;;;;x
EVTTOOLTIP94171;You spend some time hiding out.;;;;;;;;;x
EVTDESC94171;You spend a few evenings in the deep countryside. Hunting is difficult particular since you are trying to keep a low profile. Constantly paying attention to your surroundings and actions in a new location has both weakened your ennui and heightened your vigilance.;;;;;;;;;x
EVTOPTA94171;Time well spent.;Ce voyage n'aura pas été une perte de temps.;Eine wichtige Erfahrung.;;Bien valió la pena.;;;;;;;;;x
EVTDESC94175;A group of vicious hunters have been preying on kindred in [Root.Location.GetName]. Your scouts have discovered the location of their camp, but if you march an army towards them they will disperse long before it arrives. A small band of hand-picked minions personally led by you might stand a better chance of capturing their leader.;;;;;;;;;;;;;x
EVTOPTA94175;Yes, I will show them!;Oui, je vais leur montrer de quel bois je me chauffe !;Jawohl, wir werden es ihnen zeigen!;;¡Sí, se van a enterar!;;;;;;;;;x
EVTOPTB94175;I will not risk the final death to fight hunters!;;;;;;;;;;;;;x
EVTOPTC94175;Alas, I am too cautious for such heroics...;;;;;;;;;;;;;x
EVTTOOLTIP94176;You prepare to strike at the hunters.;;;;;;;;;;;;;x
EVTDESC94176;You select twelve of the bravest and most capable minions from your personal levies. Together you set off towards the bandit camp and approach it under the cover of darkness. Their leader, a zealous fanatic, sits at a campfire with his lieutenants and is plotting their next attack upon the kindred.;;;;;;;;;;;;;x
EVTOPTA94176;Charge!!!;Chargez !!! ;Angriff!!!;;¡A la carga!;;;;;;;;;x
EVTOPTB94176;This was a bad idea. Let's return to the haven.;;;;;;;;;;;;;x
EVTTOOLTIP94177;The assault against the hunter's camp begins.;;;;;;;;;;;;;x
EVTDESC94177;Your men storm the hunter's camp and cut down the startled zealots in droves. Their leader proves to be a capable fighter, and two of your minions have their skulls cleaved by his massive axe. As the wild melee continues on all sides, you and the leader are seperated from the others and face each other in single combat.;;;;;;;;;;;;;x
EVTOPTA94177;L-Let's not be hasty! We can talk this over!;N-Ne nous précipitons pas. Pourquoi ne pas discuter de la situation ?;I-Immer langsam mit den jungen Pferden! Wir könnten v-verhandeln!;;¡No... no nos apuremos! ¡Podemos discutir sobre esto!;;;;;;;;;x
EVTOPTB94177;My, I can't wait to see your head impaled on a spear.;J'ai hâte de voir ta tête plantée au bout de ma lance.;Ha! Wenn das kein Kopf wie gemacht für ne Speerspitze ist!;;Vaya, no puedo esperar ver tu cabeza clavada en una lanza.;;;;;;;;;x
EVTOPTC94177;It is a good day to die.;C'est une belle nuit pour mourir.;Es wird Blut fließen...;;Es un buen día parar morir.;;;;;;;;;x
EVTTOOLTIP94178;You face off with the leader of the hunters.;Vous affrontez le chef des bandits en duel.;Ihr stellt Euch dem Anführer der Räuber.;;Te enfrentas al líder de los bandidos.;;;;;;;;;x
EVTDESC94178;The fight was hard and the hunter leader's axe came close to cutting off your head more than once. In the end, you managed to dig your blade into his unprotected flank and the brute was felled. The rest of the hunters were killed or rounded up by your minions, and they will plague the kindred no longer.;;;;;;;;;;;;;x
EVTOPTA94178;Help me with this head...;;;;;;;;;;;;;x
