String_path_of__the_beast;Path of the Beast;;;;;;;;;;;;;x;
path_of_the_beast_desc;Path of the Beast description;;;;;;;;;;;;;x;
path_of_the_beast_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_the_beast_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_the_beast_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_the_beast_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_the_beast_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_the_beast_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_the_beast_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_the_beast_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of__the_beast;Ferality;;;;;;;;;;;;;x;
path_of_the_beast_leader_desc;Path of the Beast leader description;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice;Path of Power and the Inner Voice;;;;;;;;;;;;;x;
String_path_of_power_and_the_inner_voice;Path of Power and the Inner Voice;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_desc;Path of Power and the Inner Voice description;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_power_and_the_inner_voice;Power;;;;;;;;;;;;;x;
path_of_power_and_the_inner_voice_leader_desc;Path of Power and the Inner Voice leader description;;;;;;;;;;;;;x;
path_of_cathari;Path of Cathari;;;;;;;;;;;;;x;
String_path_of_cathari;Path of Cathari;;;;;;;;;;;;;x;
path_of_cathari_desc;Path of Cathari description;;;;;;;;;;;;;x;
path_of_cathari_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_cathari_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_cathari_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_cathari_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_cathari_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_cathari_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_cathari_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_cathari_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_cathari;Sin;;;;;;;;;;;;;x;
path_of_cathari_leader_desc;Path of Cathari leader description;;;;;;;;;;;;;x;
path_of_night;Path of Night;;;;;;;;;;;;;x;
String_path_of_the_night;Path of Night;;;;;;;;;;;;;x;
path_of_night_desc;Path of Night description;;;;;;;;;;;;;x;
path_of_night_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_night_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_night_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_night_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_night_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_night_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_night_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_night_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_night;Abyssal Darkness;;;;;;;;;;;;;x;
path_of_night_leader_desc;Path of the Night leader description;;;;;;;;;;;;;x;
path_of_metamorphosis;Path of Metamorphosis;;;;;;;;;;;;;x;
String_path_of_metamorphosis;Path of Metamorphosis;;;;;;;;;;;;;x;
path_of_metamorphosis_desc;Those who become Seekers live lonely, introverted lives as they discover their own capabilities. They rely on riddles and fragments of information, and usually give similar answers in return. Most unusually, especially for the flesh-shaping Tzimisce, those that follow the road usually reject their own malleable flesh for perfection of the spirit.;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_2_female;Changer;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_2_male;Changer;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_1_female;Seeker;;;;;;;;;;;;;x;
path_of_metamorphosis_rank_1_male;Seeker;;;;;;;;;;;;;x;
currency_name_path_of_metamorphosis;Mutation;;;;;;;;;;;;;x;
path_of_metamorphosis_leader_desc;Initiate;;;;;;;;;;;;;x;
path_of_blood;Path of Blood;;;;;;;;;;;;;x;
String_path_of_blood;Path of Blood;;;;;;;;;;;;;x;
path_of_blood_desc;Path of Blood description;;;;;;;;;;;;;x;
path_of_blood_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_blood_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_blood_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_blood_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_blood_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_blood_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_blood_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_blood_rank_1_male;Initiate;;;;;;;;;;;;;x;
path_of_blood_leader_desc;Path of Blood leader description;;;;;;;;;;;;;x;
currency_name_path_of_blood;Loyalty;;;;;;;;;;;;;x;
path_of_bones;Path of Bones;;;;;;;;;;;;;x;
String_path_of_bones;Path of Bones;;;;;;;;;;;;;x;
path_of_bones_desc;Path of Bones description;;;;;;;;;;;;;x;
path_of_bones_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_bones_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_bones_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_bones_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_bones_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_bones_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_bones_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_bones_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_bones;Necromantic Knowledge;;;;;;;;;;;;;x;
path_of_bones_leader_desc;Path of Bones leader description;;;;;;;;;;;;;x;
path_of_paradox;Path of Paradox;;;;;;;;;;;;;x;
String_path_of_paradox;Path of Paradox;;;;;;;;;;;;;x;
path_of_paradox_desc;Path of Paradox description;;;;;;;;;;;;;x;
path_of_paradox_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_paradox_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_paradox_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_paradox_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_paradox_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_paradox_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_paradox_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_paradox_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_paradox;Paradox;;;;;;;;;;;;;x;
path_of_paradox_leader_desc;Path of Paradox leader description;;;;;;;;;;;;;x;
path_of_typhon;Path of Typhon;;;;;;;;;;;;;x;
String_path_of_typhon;Path of Typhon;;;;;;;;;;;;;x;
path_of_typhon_desc;Path of Typhon description;;;;;;;;;;;;;x;
path_of_typhon_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_typhon_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_typhon_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_typhon_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_typhon_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_typhon_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_typhon_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_typhon_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_typhon;Faith;;;;;;;;;;;;;x;
path_of_typhon_leader_desc;Path of Typhon leader description;;;;;;;;;;;;;x;
path_of_the_hive;Path of the Hive;;;;;;;;;;;;;x;
String_path_of_the_hive;Path of the Hive;;;;;;;;;;;;;x;
path_of_the_hive_desc;Path of the Hive description;;;;;;;;;;;;;x;
path_of_the_hive_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_the_hive_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_the_hive_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_the_hive_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_the_hive_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_the_hive_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_the_hive_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_the_hive_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_the_hive;Faith;;;;;;;;;;;;;x;
path_of_the_hive_leader_desc;Path of the Hive leader description;;;;;;;;;;;;;x;
path_of_lilith;Path of Lilith;;;;;;;;;;;;;x;
String_path_of_lilith;Path of Lilith;;;;;;;;;;;;;x;
path_of_lilith_desc;Path of Lilith description;;;;;;;;;;;;;x;
path_of_lilith_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_lilith_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_lilith_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_lilith_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_lilith_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_lilith_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_lilith_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_lilith_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_lilith;Faith;;;;;;;;;;;;;x;
path_of_lilith_leader_desc;Path of Lilith leader description;;;;;;;;;;;;;x;
path_of_death_and_the_soul;Path of Death and the Soul;;;;;;;;;;;;;x;
String_path_of_death_and_the_soul;Path of Death and the Soul;;;;;;;;;;;;;x;
path_of_death_and_the_soul_desc;Path of Death and the Soul description;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_death_and_the_soul_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_death_and_the_soul;Necromantic Knowledge;;;;;;;;;;;;;x;
path_of_death_and_the_soul_leader_desc;Path of Death and the Soul leader description;;;;;;;;;;;;;x;
path_of_caine;Path of Caine;;;;;;;;;;;;;x;
String_path_of_caine;Path of Caine;;;;;;;;;;;;;x;
path_of_caine_desc;Path of Caine description;;;;;;;;;;;;;x;
path_of_caine_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_caine_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_caine_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_caine_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_caine_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_caine_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_caine_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_caine_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_caine;Loyalty;;;;;;;;;;;;;x;
path_of_caine_leader_desc;Path of Caine leader description;;;;;;;;;;;;;x;
path_of_honorable_accord;Path of Honorable Accord;;;;;;;;;;;;;x;
String_path_of_honorable_accord;Path of Honorable Accord;;;;;;;;;;;;;x;
path_of_honorable_accord_desc;Path of Honorable Accord description;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_honorable_accord_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_honorable_accord;Honor;;;;;;;;;;;;;x;
path_of_honorable_accord_leader_desc;Path of Honorable Accord leader description;;;;;;;;;;;;;x;
path_of_evil_revelations;Path of Evil Revelations;;;;;;;;;;;;;x;
String_path_of_evil_revelations;Path of Evil Revelations;;;;;;;;;;;;;x;
path_of_evil_revelations_desc;Path of Evil Revelations description;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_evil_revelations_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_evil_revelations;Evil;;;;;;;;;;;;;x;
path_of_evil_revelations_leader_desc;Path of Evil Revelations leader description;;;;;;;;;;;;;x;
path_of_redemption;Path of Redemption;;;;;;;;;;;;;x;
String_path_of_redemption;Path of Redemption;;;;;;;;;;;;;x;
path_of_redemption_desc;Path of Redemption description;;;;;;;;;;;;;x;
path_of_redemption_rank_4_female;Paragon;;;;;;;;;;;;;x;
path_of_redemption_rank_4_male;Paragon;;;;;;;;;;;;;x;
path_of_redemption_rank_3_female;Mentor;;;;;;;;;;;;;x;
path_of_redemption_rank_3_male;Mentor;;;;;;;;;;;;;x;
path_of_redemption_rank_2_female;Adherent;;;;;;;;;;;;;x;
path_of_redemption_rank_2_male;Adherent;;;;;;;;;;;;;x;
path_of_redemption_rank_1_female;Initiate;;;;;;;;;;;;;x;
path_of_redemption_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_path_of_redemption;Faith;;;;;;;;;;;;;x;
path_of_redemption_leader_desc;Path of Redemption leader description;;;;;;;;;;;;;x;
via_humanitatis;Via Humanitatis;;;;;;;;;;;;;x;
String_via_humanitatis;Via Humanitatis;;;;;;;;;;;;;x;
via_humanitatis_desc;Followers of Via Humanitatis use the human condition to fight their Beast, remembering that they were ordinary mortals before being bestowed with Caine's curse.;;;;;;;;;;;;;x;
via_humanitatis_rank_4_female;Ashen Prodigal;;;;;;;;;;;;;x;
via_humanitatis_rank_4_male;Ashen Prodigal;;;;;;;;;;;;;x;
via_humanitatis_rank_3_female;Ashen Priest;;;;;;;;;;;;;x;
via_humanitatis_rank_3_male;Ashen Priest;;;;;;;;;;;;;x;
via_humanitatis_rank_2_female;Ashen Cleric;;;;;;;;;;;;;x;
via_humanitatis_rank_2_male;Ashen Cleric;;;;;;;;;;;;;x;
via_humanitatis_rank_1_female;Initiate;;;;;;;;;;;;;x;
via_humanitatis_rank_1_male;Initiate;;;;;;;;;;;;;x;
currency_name_via_humanitatis;Humanity;;;;;;;;;;;;;x;
via_humanitatis_leader_desc;The Ashen Prodigal are the heirs of the Pact of Athens, the exalted conclave that lays foundation to the Via.;;;;;;;;;;;;;x;
via_regalis;Via Regalis;;;;;;;;;;;;;x;
String_via_regalis;Via Regalis;;;;;;;;;;;;;x;
via_regalis_desc;Followers of Via Regalis control their Beast by ruling over others. Mortals are inferior, promises will be fulfilled, and power is everything.;;;;;;;;;;;;;x;
via_regalis_rank_4_female;Queen;;;;;;;;;;;;;x;
via_regalis_rank_4_male;King;;;;;;;;;;;;;x;
via_regalis_rank_3_female;Liege;;;;;;;;;;;;;x;
via_regalis_rank_3_male;Liege;;;;;;;;;;;;;x;
via_regalis_rank_2_female;Vassal;;;;;;;;;;;;;x;
via_regalis_rank_2_male;Vassal;;;;;;;;;;;;;x;
via_regalis_rank_1_female;Serf;;;;;;;;;;;;;x;
via_regalis_rank_1_male;Serf;;;;;;;;;;;;;x;
currency_name_via_regalis;Nobility;;;;;;;;;;;;;x;
via_regalis_leader_desc;The true Kings and Queens of Via Regalis are paragon of virtue, duty and honor.;;;;;;;;;;;;;x;
via_bestiae;Via Bestiae;;;;;;;;;;;;;x;
String_via_bestiae;Via Bestiae;;;;;;;;;;;;;x;
via_bestiae_desc;Followers of Via Bestiae control their Beast through the primal concepts of survival, strength, and individuality. Many members of the Road of the Beast choose a simple, animalistic existence to best serve the beliefs of Via Bestiae, while others follow it by living a simplistic existence, akin to barbarians.;;;;;;;;;;;;;x;
via_bestiae_rank_4_female;Lorekeeper;;;;;;;;;;;;;x;
via_bestiae_rank_4_male;Lorekeeper;;;;;;;;;;;;;x;
via_bestiae_rank_3_female;Warden;;;;;;;;;;;;;x;
via_bestiae_rank_3_male;Warden;;;;;;;;;;;;;x;
via_bestiae_rank_2_female;Barbarian;;;;;;;;;;;;;x;
via_bestiae_rank_2_male;Barbarian;;;;;;;;;;;;;x;
via_bestiae_rank_1_female;Feral;;;;;;;;;;;;;x;
via_bestiae_rank_1_male;Feral;;;;;;;;;;;;;x;
currency_name_via_bestiae;Ferality;;;;;;;;;;;;;x;
via_bestiae_leader_desc;The Lorekeepers gather the knowledge and traditions of Via Bestiae and keeps them safe and circulating among the Ferals.;;;;;;;;;;;;;x;
via_peccati;Via Peccati;;;;;;;;;;;;;x;
String_via_peccati;Via Peccati;;;;;;;;;;;;;x;
via_peccati_desc;Followers of Via Peccati control their Beast by indulging their whims and desires, regardless of who they hurt. Failure to do as they please makes their condition worse, which means morals, ethics, and laws usually fall by the wayside as they make their way along this Road.;;;;;;;;;;;;;x;
via_peccati_rank_4_female;Princess;;;;;;;;;;;;;x;
via_peccati_rank_4_male;Prince;;;;;;;;;;;;;x;
via_peccati_rank_3_female;Lady of Misrule;;;;;;;;;;;;;x;
via_peccati_rank_3_male;Lord of Misrule;;;;;;;;;;;;;x;
via_peccati_rank_2_female;Cultist;;;;;;;;;;;;;x;
via_peccati_rank_2_male;Cultist;;;;;;;;;;;;;x;
via_peccati_rank_1_female;Sinner;;;;;;;;;;;;;x;
via_peccati_rank_1_male;Sinner;;;;;;;;;;;;;x;
currency_name_via_peccati;Sin;;;;;;;;;;;;;x;
via_peccati_leader_desc;Paragons of decadence, these Cainites have seen many civilizations fall into debauchery and chaos... and they loved it.;;;;;;;;;;;;;x;
via_caeli;Via Caeli;;;;;;;;;;;;;x;
String_via_caeli;Via Caeli;;;;;;;;;;;;;x;
via_caeli_desc;Followers of Via Caeli attempt to control their Beast through religious devotion. To follow the Road of Heaven basically means that any Noddist will love and serve God, follow and obey the rules already laid out by Him (the Ten Commandments being a prime example), and will not act in ways that empower the Devil.;;;;;;;;;;;;;x;
via_caeli_rank_4_female;Faithful;;;;;;;;;;;;;x;
via_caeli_rank_4_male;Faithful;;;;;;;;;;;;;x;
via_caeli_rank_3_female;Noddist;;;;;;;;;;;;;x;
via_caeli_rank_3_male;Noddist;;;;;;;;;;;;;x;
via_caeli_rank_2_female;Priest;;;;;;;;;;;;;x;
via_caeli_rank_2_male;Priest;;;;;;;;;;;;;x;
via_caeli_rank_1_female;Parishioner;;;;;;;;;;;;;x;
via_caeli_rank_1_male;Parishioner;;;;;;;;;;;;;x;
currency_name_via_caeli;Faith;;;;;;;;;;;;;x;
via_caeli_leader_desc;The leaders of the Via Caeli are teachers, holy men and exemplars of what a faithful Cainite should aspire to be.;;;;;;;;;;;;;x;
via_sanguinus;Via Sanguinus;;;;;;;;;;;;;x;
String_via_sanguinus;Via Sanguinus;;;;;;;;;;;;;x;
via_sanguinus_desc;Those who follow Via Sanguinus are among the most deadly to their fellow Cainites, as the act of diablerie is almost a rite of purification among the Sentinels. Indeed, one of the main tenets of the road is for its followers to purge all that are unworthy of the blood of Caine and purify the bloodlines, one who shows a dark, dishonorable nature to a follower of Via Sanguinus may be in for a rude awakening. ;;;;;;;;;;;;;x;
via_sanguinus_rank_4_female;Elder;;;;;;;;;;;;;x;
via_sanguinus_rank_4_male;Elder;;;;;;;;;;;;;x;
via_sanguinus_rank_3_female;Emira;;;;;;;;;;;;;x;
via_sanguinus_rank_3_male;Emir;;;;;;;;;;;;;x;
via_sanguinus_rank_2_female;Warden;;;;;;;;;;;;;x;
via_sanguinus_rank_2_male;Warden;;;;;;;;;;;;;x;
via_sanguinus_rank_1_female;Sentinel;;;;;;;;;;;;;x;
via_sanguinus_rank_1_male;Sentinel;;;;;;;;;;;;;x;
currency_name_via_sanguinus;Loyalty;;;;;;;;;;;;;x;
via_sanguinus_leader_desc;Traditionally an Assamite of the Warrior Caste, Elders are the shadow kingmakers of Europe, punishing the unworthy wherever they take shelter.;;;;;;;;;;;;;x;
via_ossium;Via Ossium;;;;;;;;;;;;;x;
String_via_ossium;Via Ossium;;;;;;;;;;;;;x;
via_ossium_desc;The followers of Via Ossium value knowledge above anything else. By intense study of the unknown, the Scholars keep their Beasts at bay. They will go to nearly any lengths to learn something new, but will not needlessly sacrifice themselves for a cause. After all, their own gathered knowledge is too important to let others handle.;;;;;;;;;;;;;x;
via_ossium_rank_4_female;Executioner;;;;;;;;;;;;;x;
via_ossium_rank_4_male;Executioner;;;;;;;;;;;;;x;
via_ossium_rank_3_female;Scholar;;;;;;;;;;;;;x;
via_ossium_rank_3_male;Scholar;;;;;;;;;;;;;x;
via_ossium_rank_2_female;Researcher;;;;;;;;;;;;;x;
via_ossium_rank_2_male;Researcher;;;;;;;;;;;;;x;
via_ossium_rank_1_female;Apprentice;;;;;;;;;;;;;x;
via_ossium_rank_1_male;Apprentice;;;;;;;;;;;;;x;
currency_name_via_ossium;Necromantic Knowledge;;;;;;;;;;;;;x;
via_ossium_leader_desc;These Cainites have mastered the science and art of Death. Some say they have become it themselves.;;;;;;;;;;;;;x;
via_mutationis;Via Mutationis;;;;;;;;;;;;;x;
String_via_mutationis;Via Mutationis;;;;;;;;;;;;;x;
via_mutationis_desc;Those who become Seekers live lonely, introverted lives as they discover their own capabilities. They rely on riddles and fragments of information, and usually give similar answers in return. Most unusually, especially for the flesh-shaping Tzimisce, those that follow the road usually reject their own malleable flesh for perfection of the spirit.;;;;;;;;;;;;;x;
via_mutationis_rank_4_female;Mind Bender;;;;;;;;;;;;;x;
via_mutationis_rank_4_male;Mind Bender;;;;;;;;;;;;;x;
via_mutationis_rank_3_female;Spirit Crafter;;;;;;;;;;;;;x;
via_mutationis_rank_3_male;Spirit Crafter;;;;;;;;;;;;;x;
via_mutationis_rank_2_female;Changer;;;;;;;;;;;;;x;
via_mutationis_rank_2_male;Changer;;;;;;;;;;;;;x;
via_mutationis_rank_1_female;Seeker;;;;;;;;;;;;;x;
via_mutationis_rank_1_male;Seeker;;;;;;;;;;;;;x;
currency_name_via_mutationis;Mutation;;;;;;;;;;;;;x;
via_mutationis_leader_desc;Leaders of Via Mutationis are inscrutable creatures, in constant flux. Stagnation is death to them.;;;;;;;;;;;;;x;
via_noctis;Via Noctis;;;;;;;;;;;;;x;
String_via_noctis;Via Noctis;;;;;;;;;;;;;x;
via_noctis_desc;The Redeemers actively go about the world of man, punishing and killing mortal sinners. Some followers of Via Noctis offer penance for lesser deeds, and still others will Embrace irredeemable mortals to help them in their punishment. They also target Cainites who would tempt mortals into corruption, outstanding examples being the Followers of Set and the Baali.;;;;;;;;;;;;;x;
via_noctis_rank_4_female;Punisher;;;;;;;;;;;;;x;
via_noctis_rank_4_male;Punisher;;;;;;;;;;;;;x;
via_noctis_rank_3_female;Confessor;;;;;;;;;;;;;x;
via_noctis_rank_3_male;Confessor;;;;;;;;;;;;;x;
via_noctis_rank_2_female;Purifier;;;;;;;;;;;;;x;
via_noctis_rank_2_male;Purifier;;;;;;;;;;;;;x;
via_noctis_rank_1_female;Redeemer;;;;;;;;;;;;;x;
via_noctis_rank_1_male;Redeemer;;;;;;;;;;;;;x;
currency_name_via_noctis;Abyssal Darkness;;;;;;;;;;;;;x;
via_noctis_leader_desc;Merciless angels of the dark, these Cainites are the bane of wrongdoers, be they Cainites or otherwise.;;;;;;;;;;;;;x;
via_paradoxi;Via Paradoxi;;;;;;;;;;;;;x;
String_via_paradoxi;Via Paradoxi;;;;;;;;;;;;;x;
via_paradoxi_desc;The goal of Via Paradoxi adherents is to guide everyone to their higher destiny. If needed, this includes death, especially for Kindred they view as wayward and having fallen from their true destiny. Mortals are safer from these fatal punishments, as they are more directly involved with the life cycle of the universe.;;;;;;;;;;;;;x;
via_paradoxi_rank_4_female;Hundred-Mask;;;;;;;;;;;;;x;
via_paradoxi_rank_4_male;Hundred-Mask;;;;;;;;;;;;;x;
via_paradoxi_rank_3_female;Shaper;;;;;;;;;;;;;x;
