EVTDESCPOD_INTRO_8;Long gone from the mortals’ minds, the Norse faith still exists for the vampires of Scandinavia. Its proponents, the fierce Einherjar, cling to their beliefs… but hope is fading, fast. The All-High Werter and the leader of the Valkyries, Ulfsdottir, have retreated into depression and near torpor. Some continue the fight though, like Brunhilde and Valbjorg ‘Crooked-Eye’, trying to destroy the invading Christian vampires, led by Hardestadt’ get. One glimmer of optimism for the Einherjar is that the newcomers are hardly a united bunch, squabbling among themselves, most notably in Denmark which is divided by three pretenders. Finally, Finland is the home of freethinking vampires, a Free State still untouched by cainite ‘civilization’. The last battle of the Norse is drawing near, and the sagas have yet to predict its outcome…;;;;;;;;;;;;;x
EVTOPT_INTRO.8;Scandinavia will never be the same.;;;;;;;;;;;;;x
POD_INTRO_TITLE_9;Ye who enter here…;;;;;;;;;;;;;x
EVTDESCPOD_INTRO_9;Eastern Europe is the traditional land of the Tzimisce clan, but their hegemony has been recently contested by the rise of the Tremere, backed by German and Hungarian Ventrue. A recent war has been ended with a bitter peace treaty between Vladimir Rustovitch, voivode of voivodes, and Jurgen von Verden, Ventrue crusader. A buffer state, the Obertus Order, has been established, headed by the broker of peace Myka Vykos. Now, everyone lick their wounds, Rustovitch trying to assure his control of the clan and the Hungarian Ventrue solving a succession crisis with the torpor of their leader, Bulscu. To the north, a new power rises to contest this state of affairs. Qarakh, Mongol Gangrel, has unified the tribes of Lithuania under his rule, wanting to stop Christian, and Ventrue, encroachment on this territory. Everyone knows that war is inevitable in this region until a vampire stands powerful enough to crush his rivals once and for all. Who will it be?;;;;;;;;;;;;;x
EVTOPT_INTRO.9;A land to be tamed.;;;;;;;;;;;;;x
POD_INTRO_TITLE_10;Against the Wall;;;;;;;;;;;;;x
EVTDESCPOD_INTRO_10;The Crusader States stand precariously on the Levant, and an even more precarious vampire state has risen in their midst. The Diet of Olives is a pact between the princes of various cities of the area, headed by a survivor, Qawiyya el-Ghaduba. The “Lioness” is a Salubri, a clan almost extinct in Western Europe since the death of their founder, Saulot, at the hands of the newly risen Tremere clan. Most members of the weakened clan have gone into hiding, but Qawiyya intend to make a stand. Her precarious alliance is already in danger though, as the Baali, infernalist madmen, are resurgent in the north and Lucius Rufus, the Ventrue prince of Jerusalem proper, is growing restless under a pact he thinks he should lead. Will the Diet be the last hurrah of a dying clan or the hope of a brighter future?;;;;;;;;;;;;;x
EVTOPT_INTRO.10;Jerusalem is the city of miracles, after all…;;;;;;;;;;;;;x
POD_INTRO_TITLE_11;Behind the Veil;;;;;;;;;;;;;x
EVTDESCPOD_INTRO_11;Arabia is the seat of the Ashirra movement, Muslim vampires united beyond clans by their common faith. Their position on the peninsula is strong, but the loss of Jerusalem to the crusaders and of Egypt to the Serpents has cut them from their Maghrebi and Andalusian brothers. Even worse, Mesopotamia has fallen to the infernalists Baali once more, lead by Azanael of the Nergalite branch. His goal is to take the great cities of the region, Damascus, Bagdhad and Tyr, to have the population he requires to sacrifice for his unholy master’s return. Ironically, his strongest opponent is Tanit of Tyr, another Baali, this one of the Molochim branch. This rivalry has plunged the resurgent Baali into civil war and gives hope to the Muslim faithful that they can be stopped. If not… then, the entire world could be at stake.;;;;;;;;;;;;;x
EVTOPT_INTRO.11;The cradle of civilization could be its deathbed too.;;;;;;;;;;;;;x
POD_INTRO_TITLE_12;Cloak and scimitar;;;;;;;;;;;;;x
EVTDESCPOD_INTRO_12;Persia is the seat of the Assamite clan, a mysterious group for outsiders. Ruled by the Eldest, Sha’Hiri, their facade of unity is showing cracks as various factions make their power plays. Thetmes of the Web of Knives wants the clan to become a fanatic cult of assassins prepared to serve as an army for the return of his black master. Al Ashrad of the Sorcerers is walking a path of moderation, viewing the Assamites as judges and diplomats. Finally, Jamal of the Warriors is a devout Muslim, and would welcome a rapprochement with the Ashirra Caliphate of Medina. This political unrest has helped the growth of another group in the region, the Lost Tribe of Dastur Anosh, an heretic venerating the Second Generation of vampires. Crippled by divisions and inefficiency, will the Assamite clan find a new common purpose or implodes into civil war?;;;;;;;;;;;;;x
EVTOPT_INTRO.12;I will unite Persia, by diplomacy or else.;;;;;;;;;;;;;x
POD_INTRO_TITLE_13;The Pyramid's Shadow;;;;;;;;;;;;;x
EVTDESCPOD_INTRO_13;North Africa is starkly divided between east and west. To the west, various Ashirra –Muslim vampires- princes are coping with the loss of the Holy Land, and with it, the lack of support from the Undead Caliphate. But the real power lies to the east and Egypt, with the heart of clan Setite. The clan of freedom –or corruption depending on who you ask- is preparing his forces to profit from the vacuum of power created by the crusades. Their first target will undoubtedly be Cairo. Led by the powerful 5th generation Ventrue Antonius, the city won’t fall easily though and could thwart the Serpents if open war was declared. Everyone is sure that the Followers of Set will make their first move soon, but nobody can say when, and if, they will be stopped when they do…;;;;;;;;;;;;;x
EVTOPT_INTRO.13;Soon, Egypt will never be the same again.;;;;;;;;;;;;;x
POD_INTRO_TITLE_14;Thunder from the East;;;;;;;;;;;;;x
EVTDESCPOD_INTRO_14;The steppes aren’t a land for vampires. Few cities to hide, few nations to manipulate and bend to their will, this is first and foremost a werewolf territory with the powerful tribe of the Silver Fangs ruling the hardened mortals here. But, from the east comes a new breed of vampires, one that is at home on the unending plains and with the nomadic Mongol people. These Anda, a Gangrel offshoot, are proud warriors and follow the massively expanding Mongol Empire with its conquests. Conflict with the werewolves seems inevitable and, even further, tensions with the European cainites are to be expected when these newcomers arrive. Change is a rare thing to come by with vampires, but when it comes with a thunderous horde of horse archers, change could be the last thing many of them experience…;;;;;;;;;;;;;x
EVTOPT_INTRO.14;Change isn't always welcome…;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
