#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
obj8_custom;Europe's cainites rulers will have a chance to convert to Setite, openly or secretly.;;;;;;;;;;;;;
EVTOPTAobj.9;Cain is a lie ! Praise Set !;;;;;;;;;;;;;
EVTOPTBobj.9;This Setite thing is a fad.;;;;;;;;;;;;;
EVTOPTCobj.9;Let's not be too… obvious about that.;;;;;;;;;;;;;
EVTOPTAobj.10;Glory to Set !;;;;;;;;;;;;;
Euagetaematikon;Euagetaematikon ;;;;;;;;;;;;;
Euagetaematikon_desc;The 'Book of Shining Blood' is the most sacred text of the Church of the Third Caine.;;;;;;;;;;;;;
heresy_victory;An unlikely comeback;;;;;;;;;;;;;
heresy_victory_desc;We have suffered setbacks. Most would think we are done for. How wrong they are…;;;;;;;;;;;;;
EVTTOOLTIPPOD1230OBJ.11;Now, they understand.;;;;;;;;;;;;;
EVTNAMEPOD1230OBJ.11;Truth until Caine.;;;;;;;;;;;;;
EVTOPTAobj.11;Soon, the Third Caine will bless us.;;;;;;;;;;;;;
EVTDESCPOD1230OBJ.11;‘They said that the death of Narses, our first Archbishop, was to be our end. We endured. They said that the murder of the pious bishop St-Lys by the heathen Anatole was just. We didn’t forget. They said that our religion was an abomination, a parody of the traditions of Caine. We stood tall in our belief of the Third Caine and the cruelty of the Demiurge. They said that we would soon be a bad memory, a remnant of a forgotten age. We are stronger than ever. They said that the mortal Church and its Inquisition will finish us. We stand proudly in the Holy City, and agents of the hated Church of Pilate cower before us… Now ? They say nothing, and they pray with us.’;;;;;;;;;;;;;
obj11_custom;Europe's cainites rulers will have a chance to convert to the Heresy, openly or secretly.;;;;;;;;;;;;;
EVTOPTAobj.12;I must change with the tides or be washed away by them.;;;;;;;;;;;;;
EVTOPTBobj.12;A powerful Heresy is still an Heresy.;;;;;;;;;;;;;
EVTOPTCobj.12;There are advantages to have friends in this cult…;;;;;;;;;;;;;
EVTOPTAobj.13;All praise to the See of Nod !;;;;;;;;;;;;;
e_carthage;Carthage;;;;;;;;;;;;;
true_sword_of_troile;True Sword of Troile;;;;;;;;;;;;;
true_sword_of_troile_desc;If legends are true, this crystal sword is one of the most powerful weapon of the world. It was used to kill Brujah.;;;;;;;;;;;;;
restore_carthage;Restore Carthage;;;;;;;;;;;;;
restore_carthage_desc;Troile created Carthage, the vampiric utopia. It was brought low by Ventrue's treachery but could come back…;;;;;;;;;;;;;
EVTTOOLTIPPOD1230OBJ.14;At long last…;;;;;;;;;;;;;
EVTNAMEPOD1230OBJ.14;A Heavy Burden;;;;;;;;;;;;;
EVTDESCPOD1230OBJ.14;The sword feels heavy in your hand. You found it while exploring the ruins of the utopia you fought so hard for, Carthage. But you are no youngling, you know all too well that every myth is a complex amalgam of lies and truths. An entire clan looks upon you and wonder, will you claim the mantle of Troile and bring upon a new Golden Age for vampires? This choice will make you many new enemies, and you know that even Troile had failed to safeguard Carthage against corruptive influence. Or will you claim Carthage as a political tool, refusing its mixed legacy? This move will earn you the respect of many other clans, but you will then be no better than the Ventrue. The sword of Troile that you cling to is a powerful symbol of this hard choice. Will you… ?    ;;;;;;;;;;;;;
obj14_custom;Members of the Brujah clan will be given a chance to share your new Promethean vision, openly or secretly.;;;;;;;;;;;;;
EVTOPTAobj.14;… keep the sword?;;;;;;;;;;;;;
EVTOPTBobj.14;… drop the sword?;;;;;;;;;;;;;
EVTOPTAobj.15;It's time to reassert our true heritage.;;;;;;;;;;;;;
EVTOPTBobj.15;Carthage is dead, best forget it.;;;;;;;;;;;;;
EVTOPTCobj.15;Let's prepare our realm for the new Utopia…;;;;;;;;;;;;;
EVTOPTAobj.16;It's time to reassert our true heritage.;;;;;;;;;;;;;
EVTOPTBobj.16;We just will have to burn it again.;;;;;;;;;;;;;
EVTOPTCobj.16;Ventrue are salty right now.;;;;;;;;;;;;;
e_second_dream;Second Dream;;;;;;;;;;;;;
michaelsheir;Michael's Heir;;;;;;;;;;;;;
michaelsheir_desc;This vampire has proven that he is the true caretaker of Michael's proud legacy.;;;;;;;;;;;;;
restore_dream;The Dream's return;;;;;;;;;;;;;
restore_dream_desc;The Dream, paradise on Earth, has been lost when Michael and Constantinople fell. But its legacy lives on.;;;;;;;;;;;;;
EVTTOOLTIPPOD1230OBJ.17;Let all dreamers rejoice !;;;;;;;;;;;;;
EVTNAMEPOD1230OBJ.17;Requiem for the Dream;;;;;;;;;;;;;
EVTDESCPOD1230OBJ.17;They come bearing gifts. Powerful cainites from all Europe, eager to see the new ruler of Constantinople. As they enter your richly decorated throne room, you ask yourself how many will have propositions, threats or daggers waiting for you before the end of the night. You also idly wonder, was this Michael plan all along? Did he knew that his Dream required a change of leadership, a fresh vision? You will probably never know.  What you do know though is that your illustrious guests all want to learn something tonight and their gifts are a part of this scheme. Michael, self proclaimed Archangel, would have refused such worldly offerings or even be offended by them. If you refuse as well, you will be truly Michael’s Heir. But perhaps the Dream needs to take a new path under your leadership, and you can make the first move right now. Will you…?;;;;;;;;;;;;;
EVTOPTAobj.17;…refuse the gifts?;;;;;;;;;;;;;
EVTOPTBobj.17;…accept the gifts?;;;;;;;;;;;;;
EVTOPTAobj.18;Dreams can turn to nightmares…;;;;;;;;;;;;;
EVTOPTBobj.18;A true testament to our clan resolve.;;;;;;;;;;;;;
EVTOPTCobj.18;Will this Dream last as long as the first one?;;;;;;;;;;;;;
