plot_bloodbind_target_desc;[From.GetTitledFirstName] wishes to make [This.GetTitledFirstName] bloodbound to [From.GetHerHim]. [From.GetTitledFirstName] and [From.GetPossPronoun] backers will look for any means to get them bloodbound.  These means can include gifts, bribes and blackmail. The higher the Plot Power, the more likely they are to find opportunities.;;;;;;;;;;;;;x
plot_kidnap_title;Kidnap [This.GetBestName].;;;;;;;;;;;;x
plot_kidnap_short;Plot: Kidnap;;;;;;;;;;;;;x
plot_kidnap_desc;[From.GetTitledFirstName] wishes to have [This.GetTitledFirstName] in their dungeons. [From.GetTitledFirstName] and [From.GetPossPronoun] backers will look for opportunities to kidnap [This.GetTitledFirstName].  The higher the Plot Power, the more likely they are to find opportunities.;;;;;;;;;;;;;x
plot_frame_crime_title;Frame [This.GetBestName] for exile.;;;;;;;;;;;;x
plot_frame_crime_short;Plot: Frame for exile;;;;;;;;;;;;;x
plot_frame_crime_desc;[From.GetTitledFirstName] wishes to frame [This.GetTitledFirstName] of a crime that will get them exiled from their current realm. [From.GetTitledFirstName] and [From.GetPossPronoun] backers will look for the necessary people and situations to frame [This.GetTitledFirstName].  The higher the Plot Power, the more likely they are to find opportunities.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_SCHEMELOYALTY_1;Your efforts to gain a favor from [pol_target.GetTitledFirstName] have borne fruit.  Agents are now in place to create a bad situation for [pol_target.GetTitledFirstName], which you can 'help' them out of.  How will you setup your scheme?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_SCHEMELOYALTY_1;Use mental disciplines.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_SCHEMELOYALTY_1;Use blood magic. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_SCHEMELOYALTY_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_SCHEMELOYALTY_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_SCHEMELOYALTY_2;Your meticulous planning has placed [pol_target.GetTitledFirstName] in a bad spot. They know from the hints placed beforehand they can come to you to get it resolved.  They...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_SCHEMELOYALTY_2;... thank you and promise to owe you.;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_SCHEMELOYALTY_2;... realize your machinations and are upset.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_1;You have arranged to meet [pol_target.GetTitledFirstName] a few times and speak pleasantries with them.  Agents are now in place to find or create problems for [pol_target.GetTitledFirstName] for you to help them with.  What will you use to setup the rest of your scheme?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_1;Use mental disciplines.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_1;Use blood magic. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_2;You have nurtured your contact with [pol_target.GetTitledFirstName] for some time, somehow always managing to be there to lend a helpful hand when they need it. They...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_2;... regard you as a good and trusted friend.;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_SCHEMEFRIENDSHIP_2;... realize your machinations and are upset.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_SEEDREBEL_1;Your agents have done the groundwork and are now prepared to approach various targets to use in the plot.  They will be used to stage events over the next few years to turn [pol_target.GetTitledFirstName] against their liege.  What will you use to setup the rest of your scheme?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_SEEDREBEL_1;Use mental disciplines and bribes.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_SEEDREBEL_1;Use blood magic and bribes. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_SEEDREBEL_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_SEEDREBEL_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_SEEDREBEL_2;Your slow and careful plans to turn [pol_target.GetTitledFirstName] against their liege have driven [pol_target.GetTitledFirstName] to commit all their resources to figuring out what is going on.  They...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_SEEDREBEL_2;... regard their liege as a jealous tyrant, unfit for rule.;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_SEEDREBEL_2;... realize your machinations and are upset.  They may seek revenge.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_AWAKENTARGET_1;Your agents have made inquiries for information on where [pol_target.GetTitledFirstName] lies, deep in torpor.  How will you further your investigation?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_AWAKENTARGET_1;Use mental disciplines and bribes.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_AWAKENTARGET_1;Use blood magic and bribes. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_AWAKENTARGET_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_AWAKENTARGET_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_AWAKENTARGET_2;Your agents think they have found where [pol_target.GetTitledFirstName] lies through targets friendly to [pol_target.GetTitledFirstName].  You arrange for someone who wants to wake them to find the location.  They...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_AWAKENTARGET_2;... awaken [pol_target.GetTitledFirstName] .;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_AWAKENTARGET_2;... find nothing.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_FRAMECRIME_1;Your agents have done the groundwork and are now prepared to approach targets to use in the plot.  They will be used to stage a terrible crime against the realm to frame on [pol_target.GetTitledFirstName].  What will you use to setup the rest of your scheme?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_FRAMECRIME_1;Use mental disciplines and bribes.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_FRAMECRIME_1;Use blood magic and bribes. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_FRAMECRIME_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_FRAMECRIME_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_FRAMECRIME_2;The crime is done and the evidence implicating [pol_target.GetTitledFirstName] is planted.  Their liege...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_FRAMECRIME_2;... exiles [pol_target.GetTitledFirstName].;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_FRAMECRIME_2;... covers it up and blames someone else.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_BLOODBIND_1;Your agents have studied [pol_target.GetTitledFirstName] and are prepared to use any means necessary to bloodbind them to you.  You may need gifts, bribes and blackmail to setup a situation to bloodbind the target. What will you use to setup the rest of your scheme?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_BLOODBIND_1;Use mental disciplines and bribes.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_BLOODBIND_1;Use blood magic and bribes. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_BLOODBIND_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_BLOODBIND_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_BLOODBIND_2;Your plot to bloodbind [pol_target.GetTitledFirstName] has culminated in them...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_BLOODBIND_2;... becoming bloodbound to you.;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_BLOODBIND_2;... foiling your plot and becoming upset at you.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_KIDNAP_1;Your agents have done the groundwork and are now prepared to approach targets to use in the plot to kidnap [pol_target.GetTitledFirstName].  What will you use to setup the rest of your scheme?;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_KIDNAP_1;Use mental disciplines and bribes.  (This will use blood);;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_KIDNAP_1;Use blood magic and bribes. (This will use blood);;;;;;;;;;;;;x
EVTOPTC_POD_POLITICALPLOTS_KIDNAP_1;Hire and bribe the right people.;;;;;;;;;;;;;x
EVTOPTD_POD_POLITICALPLOTS_KIDNAP_1;Call it off.;;;;;;;;;;;;;x
EVTDESC_POD_POLITICALPLOTS_KIDNAP_2;The day has come for your plan to be enacted.  Your agents spring to action when [pol_target.GetTitledFirstName] enters an area with little witnesses or escape routes.  [pol_target.GetTitledFirstName]...;;;;;;;;;;;;;x
EVTOPTA_POD_POLITICALPLOTS_KIDNAP_2;... is successfully kidnapped.;;;;;;;;;;;;;x
EVTOPTB_POD_POLITICALPLOTS_KIDNAP_2;... manages to escape!;;;;;;;;;;;;;x
