#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_POD_VAMP_PREDATORYPE_EVENTS_2;I can talk people out of their own life if I need to.;;;;;;;;;;;;;x
EVTOPTC_POD_VAMP_PREDATORYPE_EVENTS_2;Through stealth and deceit, I will steal their essence.;;;;;;;;;;;;;x
EVTOPTD_POD_VAMP_PREDATORYPE_EVENTS_2;With my knowldege, I can acquire vitae.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_3;I'll have it rare. Very rare.;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_3;You only feed from animals. Your Hunger constantly gnaws at you, but you have not killed a single human being so far (except perhaps that one time), and you intend to keep it that way. You have a [vamp_dinner.Culture.GetName] you can feed on tonight;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_3;Its sort of like borscht.;;;;;;;;;;;;;x
pod_animal;Prey Animal;;;;;;;;;;;;;x
pod_animal_dest;Some vampires drink the blood animals, rather than humans;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_4;Dark, Thick, Potent;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_4;You drink from other vampires, either by hunting, coercion or by taking Blood as payment. Unfortunately, this practice is usually forbidden in Kindred society. It is either risky as all fuck or requires a position of enviable power. Fortunately, kindred blood is so much more powerful than the blood of the kine.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_4;Top of the food chain.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_5;Hunting like an Alley Cat;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_5;A combative assault-feeder, you stalk, overpower, and drink from whomever you can, when you can. You are comfortable with an unlife of stalking, attacking, feeding, and escaping.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_5;I am a wolf among the sheep.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_6;A Silver Tongue Between Fangs;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_6;My charisma allows me to easily acquire blood. The only question left is what is my preferred herd.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_6;I only feed upon the willing.;;;;;;;;;;;;;x
EVTOPTB_POD_VAMP_PREDATORYPE_EVENTS_6;All who desire me.;;;;;;;;;;;;;x
EVTOPTC_POD_VAMP_PREDATORYPE_EVENTS_6;Mortals of class and distinction.;;;;;;;;;;;;;x
EVTOPTD_POD_VAMP_PREDATORYPE_EVENTS_6;My devoted worshippers.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_7;Stealthy, a Thief Called Death;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_7;Skilled in the ways of deceit and subterfuge, I am like a spider.  Who do I catch in my web of lies?;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_7;Those who are sleeping.;;;;;;;;;;;;;x
EVTOPTB_POD_VAMP_PREDATORYPE_EVENTS_7;I am the "friend" of a particular family.;;;;;;;;;;;;;x
EVTOPTC_POD_VAMP_PREDATORYPE_EVENTS_7;The poor are so greatful for scraps.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_8;More than Dreamt of in Philosophy;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_8;I am able to use my scholarship for access those vulnerable to my predilections. Which community suffers from my intellect?;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_8;Bloodletting is part of medicine.;;;;;;;;;;;;;x
EVTOPTB_POD_VAMP_PREDATORYPE_EVENTS_8;No one believes the ravings of the mad.;;;;;;;;;;;;;x
EVTOPTC_POD_VAMP_PREDATORYPE_EVENTS_8;Cloistered halls of the faithful.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_9;Choose By Your Own Free Will;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_9;You never feed against your victim's free will. Some kindred look down upon this as a violation of the Silence of Blood--the Masquerade.  For your ethics, its a risk you are willing to take. You friend, [vamp_dinner.GetFirstName], lets you feed from [vamp_dinner.GetHerHis] veins.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_9;"Will you do this for me?";;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_10;Bloody Kisses;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_10;You feed almost exclusively during or while feigning sex to conceal your carnivorous nature. You have mastered the art of seduction. You think of yourself as a sexy beast, but in your darkest moments, you fear that you're at best a problematic lover, though are really something far worse. Your primary lover is [vamp_dinner.GetFirstName], for as long as [vamp_dinner.GetSheHe] lasts.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_10;"Is it hot in here?";;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_11;Blue Blood;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_11;You rely on your familiarity with the noble etiquette to feed exclusively upon nobility and wealthy of society that believes you to be one of them. Your victims adore you for your perceived high social status, and the ones who understand what you are disbelieved. You have ghouled [vamp_dinner.GetDynName], a socialite in high society, as part of your entourage. [vamp_dinner.GetSheHe] is a suitable sycophant.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_11;You wouldn't want jeporadize your position?;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_12;A Temple of Blood;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_12;You lead a cult. You feed from your worshippers, who treat you as a deity. You always have access to easy blood, but followers breed problems with the authorities and organized religion. While you risk breaching the Silence of Blood, to be worshipped like the ancients of old is intoxicating. You have rewarded the kine priest of your temple, [vamp_dinner.GetDynName], with your blood. Long may [vamp_dinner.GetSheHe] serve you.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_12;I Am A Blood God!;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_13;The Thing of Nightmares;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_13;You rely on your abilities to feed from sleeping victims. If they never wake during the feeding, they won't know you exist;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_13;Sweet dreams.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_14;Family Secets Cast Dark Shadows;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_14;You feed covertly from a mortal family. You watch over a particular dynasty, the [vamp_dinner.GetOnlyDynastyName], as your herd.  The family patriach, [vamp_dinner.GetDynName] is your ghoul and abets your bleeding of his family. Some kindred see such a relationship as a breach of the Masquerade waiting to happen. Wiser Kindred may massacre the dynasty if they find out your secret.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_14;"Come give your elder a kiss.";;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_15;Blood Flows in the Gutters;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_15;You rely on your familiarity with the poor and feed exclusively upon derelicts and other castaways of society that believes you to be one of them. Your victims adore you for your status in the  streets, and the ones who understand what you are disbelieved. [vamp_dinner.GetFirstName] is your ghoul and has your back on the streets..;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_15;Rich and poor both bleed red.;;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_16;Equalizing the Humors;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_16;Bloodletting is the withdrawal of blood from a patient to prevent or cure illness and disease. It was based on an ancient system of medicine in which blood and other bodily fluids were regarded as "humours" that had to remain in proper balance to maintain health. As a physcian, you drink your fill from patients who only think they are sick.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_16;"Doctor's orders.";;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_17;We aRe AlL MAd iN HeRE!;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_17;You rely on your familiarity with the insane and feed exclusively on the mad that believe you to be one of them. Your victims adore you for your status and the see you as someone who really understands them, and the ones who understand what you are disbelieved. [vamp_dinner.GetFirstName] seems drawn to you for inexplicable reasons.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_17;"Tell me about your mother.";;;;;;;;;;;;;x
EVTTITLE_POD_VAMP_PREDATORYPE_EVENTS_18;...and drink of my blood;;;;;;;;;;;;;x
EVTDESC_POD_VAMP_PREDATORYPE_EVENTS_18;You rely on your familiarity with eclesiatical practices to feed exclusively upon cloistered religious communities that believe you to be one of them. Your victims adore you for your presumed piety and the ones who understand what you are disbelieved and can be branded heretics and apostates. [vamp_dinner.GetDynName] is your ghoul among the flock, and ensures that noone disturbs you during the day.;;;;;;;;;;;;;x
EVTOPTA_POD_VAMP_PREDATORYPE_EVENTS_18;We walk together in faith.;;;;;;;;;;;;;x
opinion_familias;"Old Friend" of the Family;;;;;;;;;;;;;x
opinion_herd;One of my Herd;;;;;;;;;;;;;x
